code,name,class_type,parent_code,predefined_type,definition
IfcMemberPLATE,Plate,Class,IfcMember,PLATE,"A linear continuous horizontal element in wall framing, such as a head piece or a sole plate."
IfcMemberPOST,Post,Class,IfcMember,POST,A linear (usually vertical) member used to support something or to mark a point.
IfcMemberPURLIN,Purlin,Class,IfcMember,PURLIN,A linear element (usually used horizontally) within a roof structure to support rafters.
IfcMemberRAFTER,Rafter,Class,IfcMember,RAFTER,"A linear elements used to support roof slabs or roof covering, usually used with slope."
IfcMemberSTAY_CABLE,Stay Cable,Class,IfcMember,STAY_CABLE,A sloped element suspending a structure (such as bridge deck) from a pylon.
IfcMemberSTIFFENING_RIB,Stiffening Rib,Class,IfcMember,STIFFENING_RIB,A linear element added to a flange or a web plate of a girder for local stiffening.
IfcMemberSTRINGER,Stringer,Class,IfcMember,STRINGER,"A linear element used to support stair or ramp flights, usually used with slope."
IfcMemberSTRUCTURALCABLE,Structural Cable,Class,IfcMember,STRUCTURALCABLE,"A linear cable element used to secure or stabilise a structure by resisting lateral and longitudinal loading through tension only, but cannot resist compression. usually formed of a flexible cable or wire."
IfcMemberSTRUT,Strut,Class,IfcMember,STRUT,A linear element often used within a girder or truss.
IfcMemberSTUD,Stud,Class,IfcMember,STUD,Vertical element in wall framing.
IfcMemberSUSPENDER,Suspender,Class,IfcMember,SUSPENDER,A vertical element suspending a structure (such as bridge deck) from a suspension cable or an arch.
IfcMemberSUSPENSION_CABLE,Suspension Cable,Class,IfcMember,SUSPENSION_CABLE,"A suspended element, typically comprising steel wire, sheath, etc."
IfcMemberTIEBAR,Tiebar,Class,IfcMember,TIEBAR,A linear bar element used to secure or stabilise a structure by resisting lateral and longitudinal loading through tension and or compression. usually formed by a solid bar.
IfcMobileTelecommunicationsAppliance,Mobile Telecommunications Appliance,Class,IfcFlowTerminal,,"A mobile telecommunications appliance is a device that transmits, converts, amplifies or receives signals used in mobile networks.;This entity is used to define specific appliances used in mobile telecommunication networks. General communications appliances and those used in fixed transmission networks should be instantiated using [[IfcCommunicationsAppliance]]."
IfcMobileTelecommunicationsApplianceACCESSPOINT,Access Point,Class,IfcMobileTelecommunicationsAppliance,ACCESSPOINT,An access point is a device that allows wireless devices to connect to a wired network.
IfcMobileTelecommunicationsApplianceBASEBANDUNIT,Base Band Unit,Class,IfcMobileTelecommunicationsAppliance,BASEBANDUNIT,A baseband unit is a component of a distributed base transceiver station for implementing baseband processing functions.
IfcMobileTelecommunicationsApplianceBASETRANSCEIVE,Base Transceivers Tation,Class,IfcMobileTelecommunicationsAppliance,BASETRANSCEIVE,"A base transceiver station (BTS) is a network component which serves one cell. It completes the conversion between base station controller and wireless channel, and realizes the wireless transmission and related control functions between base station controller and mobile switching through the air interface."
IfcMobileTelecommunicationsApplianceE_UTRAN_NODE_B,E Utran Node B,Class,IfcMobileTelecommunicationsAppliance,E_UTRAN_NODE_B,"An E-utran nodel B is a logical network component which serves one or more E-utran cells. It is the hardware connected to the evolved packet core (EPC), more specifically to the mobility management entity (MME) , which communicates directly with user equipment in wireless way."
IfcMobileTelecommunicationsApplianceGATEWAY_GPRS_S,Gateway GPRS Support Node,Class,IfcMobileTelecommunicationsAppliance,GATEWAY_GPRS_S,The gateway GPRS support node is a component of the GPRS core network that extends the GSM to allow packet switching functionalities. This component is responsible for the internetworking between the GPRS network and external packet switched networks (e.g. the internet).
IfcMobileTelecommunicationsApplianceMASTERUNIT,Master Unit,Class,IfcMobileTelecommunicationsAppliance,MASTERUNIT,A master unit is a component of a repeater for coupling base station signals.
IfcMobileTelecommunicationsApplianceMOBILESWITCHIN,Mobile Switching Center,Class,IfcMobileTelecommunicationsAppliance,MOBILESWITCHIN,The mobile switching centre (MSC) constitutes the interface between the radio system and the fixed networks. It is an exchange which performs all the switching and signalling functions for mobile station located in a geographical area designated as the MSC area. It consists of a MSC server and a media gateway.
IfcMobileTelecommunicationsApplianceMSCSERVER,MSC Server,Class,IfcMobileTelecommunicationsAppliance,MSCSERVER,The MSC server mainly comprises the call control (CC) and mobility control parts of a mobile switching center (MSC). An MSC server and a media gateway make up the full functionality of an MSC.
IfcMobileTelecommunicationsAppliancePACKETCONTROLU,Packet Control Unit,Class,IfcMobileTelecommunicationsAppliance,PACKETCONTROLU,"A packet control unit performs some of the processing tasks of the base station controller for packet data. It is responsible for data packet, wireless channel management, error sending detection and automatic retransmission."
IfcMobileTelecommunicationsApplianceREMOTERADIOUNI,Remote Radio Unit,Class,IfcMobileTelecommunicationsAppliance,REMOTERADIOUNI,A remote radio unit is a component of a distributed base transceiver station that converts digital baseband signals into high-frequency (rf) signals and sends high-frequency (rf) signals to the antenna for radiation.
IfcMobileTelecommunicationsApplianceREMOTEUNIT,Remote Unit,Class,IfcMobileTelecommunicationsAppliance,REMOTEUNIT,A remote unit is a device used to amplify a base station signal.
IfcMobileTelecommunicationsApplianceSERVICE_GPRS_S,Service GPRS Support Node,Class,IfcMobileTelecommunicationsAppliance,SERVICE_GPRS_S,"The service GPRS support node (SGSN) is a component of the GPRS core network. It is the GPRS support node of mobile station service, and it can achieve mobility management and packet routing and transfer."
IfcMobileTelecommunicationsApplianceSUBSCRIBERSERV,Subscriber Server,Class,IfcMobileTelecommunicationsAppliance,SUBSCRIBERSERV,It is a database in charge of the management of mobile subscribers. It can be an authentication center (AuC) or a home location register (HLR).
IfcMooringDevice,Mooring Device,Class,IfcBuiltElement,,"A mooring device is an active or passive built element who's primary function is to participate in the mooring of a vessel, this could be in the form of a bollard used as an attachment point for lines or active equipment such as quick release hooks."
IfcMooringDeviceBOLLARD,Bollard,Class,IfcMooringDevice,BOLLARD,"a short, thick post on the deck of a ship or a quay side, to which ship's rope may be secured. not to be confused with traffic bollards."
IfcMooringDeviceLINETENSIONER,Line Tensioner,Class,IfcMooringDevice,LINETENSIONER,A mechanical device used to apply a tensioning load to mooring lines to improve vessel stability for port operations.
IfcMooringDeviceMAGNETICDEVICE,Magnetic Device,Class,IfcMooringDevice,MAGNETICDEVICE,Mooring device that uses magnets as the primary method of securing the vessel.
IfcMooringDeviceMOORINGHOOKS,Mooring Hooks,Class,IfcMooringDevice,MOORINGHOOKS,Quick release mooring hooks - an active device used to secure a vessel and provide automated release of vessels.
IfcMooringDeviceVACUUMDEVICE,Vacuum Device,Class,IfcMooringDevice,VACUUMDEVICE,Mooring device that uses vacuum suction as the primary method of securing the vessel.
IfcMotorConnection,Motor Connection,Class,IfcEnergyConversionDevice,,A motor connection provides the means for connecting a motor as the driving device to the driven device.
IfcMotorConnectionBELTDRIVE,Belt Drive,Class,IfcMotorConnection,BELTDRIVE,"An indirect connection made through the medium of a shaped, flexible continuous loop."
IfcMotorConnectionCOUPLING,Coupling,Class,IfcMotorConnection,COUPLING,An indirect connection made through the medium of the viscosity of a fluid.
IfcMotorConnectionDIRECTDRIVE,Direct Drive,Class,IfcMotorConnection,DIRECTDRIVE,"A direct, physical connection made between the motor and the driven device."
IfcNavigationElement,Navigation Element,Class,IfcBuiltElement,,"A navigation element is an active or passive built element who's primary function is to provide navigational instructions and warnings to vessels, this could be in the form of a floating buoy, a fixed beacon.; Navigation elements can aggregate other components and elements to form the entire structure. this might include a frame structure to form the body, instances of [[IfcSign]] for signage or instances of [[IfcSignal]] for supplementary lights an/or sound signals."
IfcNavigationElementBEACON,Beacon,Class,IfcNavigationElement,BEACON,"a fixed vertical structure serving as a navigation mark, to show reefs or other hazards, or provide navigational directions."
IfcNavigationElementBUOY,Buoy,Class,IfcNavigationElement,BUOY,"an anchored floating structure serving as a navigation mark, to show reefs or other hazards, or provide navigational directions."
IfcObject,Object,Class,IfcObjectDefinition,,An [[IfcObject]] is the generalization of any semantically treated thing or process. Objects are things as they appear - i.e. occurrences.
IfcObjectDefinition,Object Definition,Class,IfcRoot,,"An [[IfcObjectDefinition]] is the generalization of any semantically treated thing or process, either being a type or an occurrence. Object definitions can be named, using the inherited [[Name]] attribute, which should be a user recognizable label for the object occurrence. Further explanations to the object can be given using the inherited [[Description]] attribute. A context is a specific kind of object definition as it provides the project or library context in which object types and object occurrences are defined."
IfcOccupant,Occupant,Class,IfcActor,,An occupant is a type of actor that defines the form of occupancy of a property.
IfcOccupantASSIGNEE,Assignee,Class,IfcOccupant,ASSIGNEE,Actor receiving the assignment of a property agreement from an assignor.
IfcOccupantASSIGNOR,Assignor,Class,IfcOccupant,ASSIGNOR,Actor assigning a property agreement to an assignor.
IfcOccupantLESSEE,Lessee,Class,IfcOccupant,LESSEE,Actor receiving the lease of a property from a lessor.
IfcOccupantLESSOR,Lessor,Class,IfcOccupant,LESSOR,Actor leasing a property to a lessee.
IfcOccupantLETTINGAGENT,Letting Agent,Class,IfcOccupant,LETTINGAGENT,"Actor participating in a property agreement on behalf of an owner, lessor or assignor."
IfcOccupantOWNER,Owner,Class,IfcOccupant,OWNER,Actor that owns a property.
IfcOccupantTENANT,Tenant,Class,IfcOccupant,TENANT,Actor renting the use of a property fro a period of time.
IfcOpeningElement,Opening Element,Class,IfcFeatureElementSubtraction,,"The opening element stands for opening, recess or chase, all reflecting voids. It represents a void within any element that has physical manifestation. Openings can be inserted into walls, slabs, beams, columns, or other elements."
IfcOpeningElementOPENING,Open Ing,Class,IfcOpeningElement,OPENING,"An opening as subtraction feature that cuts through the element it voids. It thereby creates a hole. An opening in addition has a particular meaning for either providing a void for doors or windows, or an opening to permit flow of air and passing of light."
IfcOpeningElementRECESS,Recess,Class,IfcOpeningElement,RECESS,An opening as subtraction feature that does not cut through the element it voids. It creates a niche or similar voiding pattern.
IfcOutlet,Outlet,Class,IfcFlowTerminal,,An outlet is a device installed at a point to receive one or more inserted plugs for electrical power or communications.
